date,gross_return,buy_turnover,sell_turnover,cost,net_return,net_value,invested_weight,cash_weight,holding_count,drawdown
2023-04-26,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-04-27,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-04-28,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-04,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-05,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-08,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-09,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-10,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-11,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-12,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-15,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-16,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-17,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-18,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-19,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-22,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-23,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-24,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-25,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-26,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-29,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-30,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-05-31,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-01,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-02,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-05,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-06,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-07,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-08,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-09,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-12,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-13,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-14,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-15,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-16,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-19,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-20,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-21,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-26,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-27,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-28,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-29,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-06-30,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-03,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-04,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-05,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-06,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-07,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-10,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-11,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-12,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-13,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-14,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-17,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-18,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-19,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-20,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-21,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-24,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-25,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-26,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-27,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-28,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-07-31,0.0,0.0,-0.0,0.0,0.0,1.3370596502214407,0.0,1.0,0,-0.07225123701500369
2023-08-01,-0.004562167885316641,1.0,-0.0,0.001,-0.005562167885316641,1.3296226999742264,1.0,0.0,3,-0.07741153139012091
2023-08-02,-0.0035607370904529034,0.0,-0.0,0.0,-0.0035607370904529034,1.32488826311012,1.0,0.0,3,-0.08069662636952435
2023-08-03,0.015561155566710116,0.0,-0.0,0.0,0.015561155566710116,1.345505055480885,1.0,0.0,3,-0.06639120355945904
2023-08-04,0.001321141195936589,0.0,-0.0,0.0,0.001321141195936589,1.3472826576390218,1.0,0.0,3,-0.06515777451759264
2023-08-07,-0.0047952997699051885,0.0,-0.0,0.0,-0.0047952997699051885,1.340822033420848,1.0,0.0,3,-0.06964062322634612
2023-08-08,-0.0027356746916954444,0.0,-0.0,0.0,-0.0027356746916954444,1.337153980517951,1.0,0.0,3,-0.07218578382756724
2023-08-09,-0.0036649513307678663,0.0,-0.0,0.0,-0.0036649513307678663,1.3322533762576103,1.0,0.0,3,-0.07558617777383381
2023-08-10,0.00861443875798773,0.0,-0.0,0.0,0.00861443875798773,1.343729991377504,1.0,0.0,3,-0.06762287151522894
2023-08-11,-0.025660435881379264,0.0,-0.0,0.0,-0.025660435881379264,1.3092492940918754,1.0,0.0,3,-0.0915480750379769
2023-08-14,-0.007741127696922183,0.0,-0.0,0.0,-0.007741127696922183,1.299114228119205,1.0,0.0,3,-0.09858051739562268
2023-08-15,0.007479367113258509,0.0,-0.0,0.0,0.007479367113258509,1.3088307803533659,1.0,0.0,3,-0.09183847016218105
2023-08-16,-0.0008819385246200036,0.0,-0.0,0.0,-0.0008819385246200036,1.3076764720659637,1.0,0.0,3,-0.0926394128019229
2023-08-17,0.005575809111777426,0.0,-0.0,0.0,0.005575809111777426,1.3149678264541662,1.0,0.0,3,-0.08758014337215603
2023-08-18,-0.012337252973958416,0.0,-0.0,0.0,-0.012337252973958416,1.2987447357265849,1.0,0.0,3,-0.0988368979618367
2023-08-21,-0.01700258172277861,0.0,-0.0,0.0,-0.01700258172277861,1.2766627222203653,1.0,0.0,3,-0.11415899724979306
2023-08-22,0.007707951150285959,0.0,-0.0,0.0,0.007707951150285959,1.286503176118631,1.0,0.0,3,-0.1073309780736742
2023-08-23,-0.012987014742349385,0.0,-0.0,0.0,-0.012987014742349385,1.269795340404299,1.0,0.0,3,-0.11892408382147002
2023-08-24,0.009569818942192738,0.0,-0.0,0.0,0.009569818942192738,1.281947051905608,1.0,0.0,3,-0.11049234682931497
2023-08-25,0.002348134344343074,0.0,-0.0,0.0,0.002348134344343074,1.2849572358058168,1.0,0.0,3,-0.10840366335934892
2023-08-28,0.012993482819702324,0.0,-0.0,0.0,0.012993482819702324,1.3016533055733117,1.0,0.0,3,-0.09681872167709915
2023-08-29,0.002024831810588249,0.0,-0.0,0.0,0.002024831810588249,1.304288934592794,1.0,0.0,3,-0.09498993149402324
2023-08-30,-0.013848315847952207,0.0,-0.0,0.0,-0.013848315847952207,1.286226729469564,1.0,0.0,3,-0.10752279676827081
2023-08-31,-0.011827542250150258,0.0,-0.0,0.0,-0.011827542250150258,1.2710138284834902,1.0,0.0,3,-0.11807860859678987
2023-09-01,0.0,0.0,1.0,0.001,-0.001,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-04,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-05,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-06,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-07,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-08,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-11,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-12,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-13,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-14,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-15,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-18,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-19,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-20,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-21,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-22,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-25,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-26,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-27,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-09-28,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-09,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-10,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-11,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-12,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-13,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-16,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-17,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-18,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-19,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-20,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-23,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-24,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-25,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-26,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-27,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-30,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-10-31,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-01,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-02,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-03,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-06,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-07,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-08,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-09,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-10,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-13,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-14,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-15,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-16,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-17,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-20,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-21,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-22,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-23,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-24,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-27,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-28,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-29,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-11-30,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-01,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-04,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-05,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-06,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-07,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-08,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-11,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-12,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-13,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-14,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-15,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-18,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-19,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-20,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-21,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-22,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-25,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-26,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-27,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-28,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2023-12-29,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2024-01-02,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2024-01-03,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2024-01-04,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2024-01-05,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2024-01-08,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2024-01-09,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2024-01-10,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2024-01-11,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
2024-01-12,0.0,0.0,-0.0,0.0,0.0,1.2697428146550067,0.0,1.0,0,-0.11896052998819306
