year,top1_return,top3_return,top3_minus_top1
2020,0.0,0.0,0.0
2021,0.634293038122641,0.4202659660584487,-0.21402707206419236
2022,0.0,0.0,0.0
2023,-0.07708878108446093,-0.10598236879616085,-0.02889358771169992
2024,-0.05469525978231127,-0.029200204883083947,0.02549505489922732
2025,0.18525834868659619,0.3285130389321398,0.1432546902455436
2026,0.08510081732310315,0.13524918291330068,0.05014836559019753
