year,hs300,zz500,cyb,kc50,securities,consumer,medicine,new_energy,dividend
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,0.0,0.0,0.050589374077650566,0.038130421186020794,-0.009862115535086834,0.013080957174452068,0.11685505053441587,0.1290384799813532,0.040566866657024137
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,0.0,0.0,-0.019889317997925593,0.0,-0.023113821800401516,-0.022716675390668423,0.0,-0.027600438729551313,-0.012050254251603554
2024,0.0,-0.002089361403126655,-0.0036215786873293374,0.01521861619201633,0.020998807073437556,-0.03941163023861253,0.0,0.0007654464994794764,0.0
2025,0.0,-0.013287897355360182,0.10085883649828079,0.09892004448220615,0.018197586460627153,0.0,0.018613918278941766,0.0934976532302239,0.0
2026,0.0,0.046186640094451614,0.0,0.11824010692369324,0.0,0.0,0.0,-0.018138144810353807,0.0
