peak_date,trough_date,recovery_date,peak_value,trough_value,max_drawdown,peak_to_trough_days,recovery_days
2023-02-01,2024-10-17,2025-08-25,1.441187208829578,1.1552717549849836,-0.19838883671247198,624,312
