year,annual_return,annual_volatility,max_drawdown,average_invested_weight,invested_day_ratio,average_holding_count,average_count_when_invested,total_cost
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,0.634293038122641,0.23857952034491758,-0.0788064269319051,0.51440329218107,0.51440329218107,0.51440329218107,1.0,0.008
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,-0.07708878108446093,0.11971427315355021,-0.09973110872240887,0.17768595041322313,0.17768595041322313,0.17768595041322313,1.0,0.004
2024,-0.05469525978231127,0.3047694997322486,-0.2550410754294248,0.16115702479338842,0.16115702479338842,0.16115702479338842,1.0,0.004
2025,0.18525834868659619,0.24203204504276385,-0.11907066795740573,0.5843621399176955,0.5843621399176955,0.5843621399176955,1.0,0.012
2026,0.08510081732310315,0.2860932352062899,-0.1693849615359293,0.631578947368421,0.631578947368421,0.631578947368421,1.0,0.005
