year,annual_return,annual_volatility,max_drawdown,average_invested_weight,invested_day_ratio,average_holding_count,average_count_when_invested,total_cost
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,0.4202659660584487,0.19407985164787733,-0.06786626459018064,0.51440329218107,0.51440329218107,1.0987654320987654,2.136,0.009333333333333332
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,-0.10598236879616085,0.07407420653172968,-0.11896052998819329,0.17768595041322313,0.17768595041322313,0.5330578512396694,3.0,0.004
2024,-0.029200204883083947,0.19120317720032629,-0.16998048581969505,0.16115702479338842,0.16115702479338842,0.4834710743801653,3.0,0.004
2025,0.3285130389321398,0.21723486367639888,-0.10739162823044701,0.5843621399176955,0.5843621399176955,1.345679012345679,2.3028169014084505,0.01
2026,0.13524918291330068,0.2781550827280888,-0.1122455957543611,0.631578947368421,0.631578947368421,0.8631578947368421,1.3666666666666667,0.005
