strategy_name,use_momentum_cash,momentum_threshold,use_ma_cash,final_value,total_return,annual_return,annual_vol,sharpe,max_drawdown,trade_count,cash_ratio
no_cash_filter,False,,False,0.8295030358679713,-0.17049696413202875,-0.028768181838558782,0.30673792256159715,-0.09378749649966003,-0.7286987790275046,63,0.01032258064516129
momentum_only,True,0.0,False,0.8665990829019032,-0.13340091709809676,-0.02211020698107624,0.3024244867160823,-0.07310984378666871,-0.7214291056841147,65,0.1032258064516129
ma_only,False,,True,1.667711210271377,0.6677112102713769,0.08314253056359555,0.2167387157140869,0.38360719398777776,-0.2911938474477881,29,0.6083870967741936
momentum_and_ma,True,0.0,True,1.7704859918898508,0.7704859918898508,0.09330478791073671,0.21477310382423806,0.43443422965611983,-0.2650131500218824,29,0.636774193548387
strict_momentum_1pct_and_ma,True,0.01,True,1.7704859918898508,0.7704859918898508,0.09330478791073671,0.21477310382423806,0.43443422965611983,-0.2650131500218824,29,0.636774193548387
strict_momentum_2pct_and_ma,True,0.02,True,1.7730586856205002,0.7730586856205002,0.093552718857292,0.20712789236712315,0.45166644524859445,-0.2550410754294248,32,0.6696774193548387
strict_momentum_3pct_and_ma,True,0.03,True,1.8302365212295846,0.8302365212295846,0.09898610699069255,0.20318980948976303,0.48716078448648575,-0.25504107542942467,28,0.7212903225806452
