stop_loss,final_value,total_return,annual_return,annual_vol,sharpe,max_drawdown,trade_count,cash_ratio,stop_count
0.05,2.295726670026154,1.2957266700261538,0.13857075318602852,0.1612972842593504,0.8591015888601087,-0.10553990024427262,29,0.8,5
0.08,2.107201535369748,1.107201535369748,0.12343719928451824,0.16552967203700422,0.7457104080827504,-0.1068013470829654,29,0.7851612903225806,4
0.1,2.080634854552997,1.0806348545529971,0.12121357166289903,0.17513163132372978,0.6921283765057636,-0.12238588337107992,29,0.7645161290322581,3
0.12,2.353134332760514,1.353134332760514,0.14297055568449757,0.1807038065336466,0.7911872938762737,-0.13707722100627795,28,0.7516129032258064,2
0.15,2.3142768917817493,1.3142768917817493,0.14000252277568404,0.18209283795484596,0.7688524400416058,-0.16938496153592908,28,0.7470967741935484,1
