stop_loss,peak_date,trough_date,peak_equity,trough_equity,max_drawdown
,2024-10-08,2024-10-17,1.8081902424927978,1.3470274584664423,-0.2550410754294248
0.05,2025-02-21,2025-07-01,2.008195924939107,1.7962511273500787,-0.10553990024427262
0.08,2026-01-23,2026-03-17,2.0999348670201274,1.87565899443589,-0.1068013470829654
0.1,2026-01-23,2026-03-20,2.1285258827660125,1.8680243623254864,-0.12238588337107992
0.12,2026-01-23,2026-03-23,2.4482820774201164,2.11267837400789,-0.13707722100627795
0.15,2026-01-23,2026-03-23,2.4482820774201164,2.0335799119072053,-0.16938496153592908
