final_value,total_return,annual_return,annual_vol,sharpe,max_drawdown,trade_count,cash_ratio
1.8337697542893734,0.8337697542893734,0.09931713429007316,0.19965797112230396,0.4974363594491037,-0.2550410754294248,27,0.7361290322580645
