year,strategy_return,benchmark_return,excess_return,strategy_year_max_drawdown,benchmark_year_max_drawdown
2020,-0.0009637223974762188,0.27428295974933437,-0.2752466821468106,-0.10646687697160884,-0.16087577344121828
2021,0.5382959121394166,-0.06111736032996029,0.5994132724693769,-0.14971910112359543,-0.17186154640950624
2022,0.0,-0.2108216432865726,0.2108216432865726,0.0,-0.2855711422845688
2023,-0.08019516551756822,-0.11395289946821896,0.03375773395065074,-0.10276128238609195,-0.1988109393579066
2024,-0.06899109885990584,0.16478424558354932,-0.23377534444345516,-0.2550410754294248,-0.12443336355394397
2025,0.19445089602647148,0.21591199795344163,-0.02146110192697015,-0.11907066795740573,-0.10075444146994406
2026,0.09713662005078372,0.01630883567299679,0.08082778437778693,-0.14020830948838292,-0.09941044927830889
