year,strategy_return,benchmark_return,excess_return
2020,-0.06486855582109963,0.27428295974933437,-0.339151515570434
2021,0.18214324959785677,-0.06111736032996029,0.24326060992781706
2022,0.0,-0.2108216432865725,0.2108216432865725
2023,-0.059422338774143935,-0.11395289946821896,0.054530560694075025
2024,-0.02991662579695953,0.16478424558354932,-0.19470087138050884
2025,0.438638036319424,0.21591199795344163,0.22272603836598237
2026,-0.01119249857595872,0.01630883567299679,-0.02750133424895551
