buy_cost,sell_cost,round_trip_cost,final_value,total_return,annual_return,annual_vol,sharpe,max_drawdown,trade_count,cash_ratio
0.0,0.0,0.0,1.8946598119914535,0.8946598119914535,0.10493899622383074,0.19995313937237424,0.5248179476112254,-0.2550410754294248,27,0.7361290322580645
0.0005,0.0005,0.001,1.863976953602174,0.863976953602174,0.10212547696028151,0.19980089766532091,0.5111362268819638,-0.2550410754294249,27,0.7361290322580645
0.001,0.001,0.002,1.8337697542893734,0.8337697542893734,0.09931713429007316,0.19965797112230396,0.4974363594491037,-0.2550410754294248,27,0.7361290322580645
0.0015,0.0015,0.003,1.8040311660604995,0.8040311660604995,0.09651396199817253,0.1995243797616929,0.4837201454451154,-0.25504107542942456,27,0.7361290322580645
0.002,0.002,0.004,1.7747542405741918,0.7747542405741918,0.09371595387330278,0.1994001423462594,0.4699894030695551,-0.25504107542942467,27,0.7361290322580645
0.003,0.003,0.006,1.7175580746849604,0.7175580746849604,0.0881354052983403,0.19917979804681354,0.44249168923057997,-0.25504107542942467,27,0.7361290322580645
