date,base_position,actual_position,strategy_return,equity,stop_loss_flag
2024-03-11,cash,cash,0.0,1.508307379878945,False
2024-03-12,cash,cash,0.0,1.508307379878945,False
2024-03-13,cash,cash,0.0,1.508307379878945,False
2024-03-14,cash,cash,0.0,1.508307379878945,False
2024-03-15,cash,cash,0.0,1.508307379878945,False
2024-03-18,cash,cash,0.0,1.508307379878945,False
2024-03-19,cash,cash,0.0,1.508307379878945,False
2024-03-20,cash,cash,0.0,1.508307379878945,False
2024-03-21,cash,cash,0.0,1.508307379878945,False
2024-03-22,cash,cash,0.0,1.508307379878945,False
2024-03-25,cash,cash,0.0,1.508307379878945,False
2024-03-26,cash,cash,0.0,1.508307379878945,False
2024-03-27,cash,cash,0.0,1.508307379878945,False
2024-03-28,cash,cash,0.0,1.508307379878945,False
2024-03-29,cash,cash,0.0,1.508307379878945,False
2024-04-01,cash,cash,0.0,1.508307379878945,False
2024-04-02,cash,cash,0.0,1.508307379878945,False
2024-04-03,cash,cash,0.0,1.508307379878945,False
2024-04-08,cash,cash,0.0,1.508307379878945,False
2024-04-09,cash,cash,0.0,1.508307379878945,False
2024-04-10,cash,cash,0.0,1.508307379878945,False
2024-04-11,cash,cash,0.0,1.508307379878945,False
2024-04-12,cash,cash,0.0,1.508307379878945,False
2024-04-15,cash,cash,0.0,1.508307379878945,False
2024-04-16,cash,cash,0.0,1.508307379878945,False
2024-04-17,cash,cash,0.0,1.508307379878945,False
2024-04-18,cash,cash,0.0,1.508307379878945,False
2024-04-19,cash,cash,0.0,1.508307379878945,False
2024-04-22,cash,cash,0.0,1.508307379878945,False
2024-04-23,cash,cash,0.0,1.508307379878945,False
2024-04-24,cash,cash,0.0,1.508307379878945,False
2024-04-25,cash,cash,0.0,1.508307379878945,False
2024-04-26,cash,cash,0.0,1.508307379878945,False
2024-04-29,cash,cash,0.0,1.508307379878945,False
2024-04-30,cash,cash,0.0,1.508307379878945,False
2024-05-06,cash,cash,0.0,1.508307379878945,False
2024-05-07,cash,cash,0.0,1.508307379878945,False
2024-05-08,cash,cash,0.0,1.508307379878945,False
2024-05-09,cash,cash,0.0,1.508307379878945,False
2024-05-10,cash,cash,0.0,1.508307379878945,False
2024-05-13,cash,cash,0.0,1.508307379878945,False
2024-05-14,cash,cash,0.0,1.508307379878945,False
2024-05-15,cash,cash,0.0,1.508307379878945,False
2024-05-16,cash,cash,0.0,1.508307379878945,False
2024-05-17,cash,cash,0.0,1.508307379878945,False
2024-05-20,cash,cash,0.0,1.508307379878945,False
2024-05-21,cash,cash,0.0,1.508307379878945,False
2024-05-22,cash,cash,0.0,1.508307379878945,False
2024-05-23,cash,cash,0.0,1.508307379878945,False
2024-05-24,cash,cash,0.0,1.508307379878945,False
2024-05-27,cash,cash,0.0,1.508307379878945,False
2024-05-28,cash,cash,0.0,1.508307379878945,False
2024-05-29,cash,cash,0.0,1.508307379878945,False
2024-05-30,cash,cash,0.0,1.508307379878945,False
2024-05-31,cash,cash,0.0,1.508307379878945,False
2024-06-03,cash,cash,0.0,1.508307379878945,False
2024-06-04,cash,cash,0.0,1.508307379878945,False
2024-06-05,cash,cash,0.0,1.508307379878945,False
2024-06-06,cash,cash,0.0,1.508307379878945,False
2024-06-07,cash,cash,0.0,1.508307379878945,False
2024-06-11,cash,cash,0.0,1.508307379878945,False
2024-06-12,cash,cash,0.0,1.508307379878945,False
2024-06-13,cash,cash,0.0,1.508307379878945,False
2024-06-14,cash,cash,0.0,1.508307379878945,False
2024-06-17,cash,cash,0.0,1.508307379878945,False
2024-06-18,cash,cash,0.0,1.508307379878945,False
2024-06-19,cash,cash,0.0,1.508307379878945,False
2024-06-20,cash,cash,0.0,1.508307379878945,False
2024-06-21,cash,cash,0.0,1.508307379878945,False
2024-06-24,cash,cash,0.0,1.508307379878945,False
2024-06-25,cash,cash,0.0,1.508307379878945,False
2024-06-26,cash,cash,0.0,1.508307379878945,False
2024-06-27,cash,cash,0.0,1.508307379878945,False
2024-06-28,cash,cash,0.0,1.508307379878945,False
2024-07-01,cash,cash,0.0,1.508307379878945,False
2024-07-02,cash,cash,0.0,1.508307379878945,False
2024-07-03,cash,cash,0.0,1.508307379878945,False
2024-07-04,cash,cash,0.0,1.508307379878945,False
2024-07-05,cash,cash,0.0,1.508307379878945,False
2024-07-08,cash,cash,0.0,1.508307379878945,False
2024-07-09,cash,cash,0.0,1.508307379878945,False
2024-07-10,cash,cash,0.0,1.508307379878945,False
2024-07-11,cash,cash,0.0,1.508307379878945,False
2024-07-12,cash,cash,0.0,1.508307379878945,False
2024-07-15,cash,cash,0.0,1.508307379878945,False
2024-07-16,cash,cash,0.0,1.508307379878945,False
2024-07-17,cash,cash,0.0,1.508307379878945,False
2024-07-18,cash,cash,0.0,1.508307379878945,False
2024-07-19,cash,cash,0.0,1.508307379878945,False
2024-07-22,cash,cash,0.0,1.508307379878945,False
2024-07-23,cash,cash,0.0,1.508307379878945,False
2024-07-24,cash,cash,0.0,1.508307379878945,False
2024-07-25,cash,cash,0.0,1.508307379878945,False
2024-07-26,cash,cash,0.0,1.508307379878945,False
2024-07-29,cash,cash,0.0,1.508307379878945,False
2024-07-30,cash,cash,0.0,1.508307379878945,False
2024-07-31,cash,cash,0.0,1.508307379878945,False
2024-08-01,cash,cash,0.0,1.508307379878945,False
2024-08-02,cash,cash,0.0,1.508307379878945,False
2024-08-05,cash,cash,0.0,1.508307379878945,False
2024-08-06,cash,cash,0.0,1.508307379878945,False
2024-08-07,cash,cash,0.0,1.508307379878945,False
2024-08-08,cash,cash,0.0,1.508307379878945,False
2024-08-09,cash,cash,0.0,1.508307379878945,False
2024-08-12,cash,cash,0.0,1.508307379878945,False
2024-08-13,cash,cash,0.0,1.508307379878945,False
2024-08-14,cash,cash,0.0,1.508307379878945,False
2024-08-15,cash,cash,0.0,1.508307379878945,False
2024-08-16,cash,cash,0.0,1.508307379878945,False
2024-08-19,cash,cash,0.0,1.508307379878945,False
2024-08-20,cash,cash,0.0,1.508307379878945,False
2024-08-21,cash,cash,0.0,1.508307379878945,False
2024-08-22,cash,cash,0.0,1.508307379878945,False
2024-08-23,cash,cash,0.0,1.508307379878945,False
2024-08-26,cash,cash,0.0,1.508307379878945,False
2024-08-27,cash,cash,0.0,1.508307379878945,False
2024-08-28,cash,cash,0.0,1.508307379878945,False
2024-08-29,cash,cash,0.0,1.508307379878945,False
2024-08-30,cash,cash,0.0,1.508307379878945,False
2024-09-02,cash,cash,0.0,1.508307379878945,False
2024-09-03,cash,cash,0.0,1.508307379878945,False
2024-09-04,cash,cash,0.0,1.508307379878945,False
2024-09-05,cash,cash,0.0,1.508307379878945,False
2024-09-06,cash,cash,0.0,1.508307379878945,False
2024-09-09,cash,cash,0.0,1.508307379878945,False
2024-09-10,cash,cash,0.0,1.508307379878945,False
2024-09-11,cash,cash,0.0,1.508307379878945,False
2024-09-12,cash,cash,0.0,1.508307379878945,False
2024-09-13,cash,cash,0.0,1.508307379878945,False
2024-09-18,cash,cash,0.0,1.508307379878945,False
2024-09-19,cash,cash,0.0,1.508307379878945,False
2024-09-20,cash,cash,0.0,1.508307379878945,False
2024-09-23,cash,cash,0.0,1.508307379878945,False
2024-09-24,cash,cash,0.0,1.508307379878945,False
2024-09-25,cash,cash,0.0,1.508307379878945,False
2024-09-26,cash,cash,0.0,1.508307379878945,False
2024-09-27,cash,cash,0.0,1.508307379878945,False
2024-09-30,cash,cash,0.0,1.508307379878945,False
2024-10-08,cyb,cyb,0.19882078853046592,1.8081902424927978,False
2024-10-09,cyb,cash,-0.001,1.806382052250305,True
2024-10-10,cyb,cash,0.0,1.806382052250305,False
2024-10-11,cyb,cash,0.0,1.806382052250305,False
2024-10-14,cyb,cash,0.0,1.806382052250305,False
2024-10-15,cyb,cash,0.0,1.806382052250305,False
2024-10-16,cyb,cash,0.0,1.806382052250305,False
2024-10-17,cyb,cash,0.0,1.806382052250305,False
2024-10-18,cyb,cash,0.0,1.806382052250305,False
2024-10-21,cyb,cash,0.0,1.806382052250305,False
2024-10-22,cyb,cash,0.0,1.806382052250305,False
2024-10-23,cyb,cash,0.0,1.806382052250305,False
2024-10-24,cyb,cash,0.0,1.806382052250305,False
2024-10-25,cyb,cash,0.0,1.806382052250305,False
2024-10-28,cyb,cash,0.0,1.806382052250305,False
2024-10-29,cyb,cash,0.0,1.806382052250305,False
2024-10-30,cyb,cash,0.0,1.806382052250305,False
2024-10-31,cyb,cash,0.0,1.806382052250305,False
2024-11-01,new_energy,new_energy,-0.012090573012938921,1.7845418581583101,False
2024-11-04,new_energy,new_energy,0.007476635514018559,1.7978842271912692,False
2024-11-05,new_energy,new_energy,0.028293135435992545,1.8487520091294265,False
2024-11-06,new_energy,new_energy,-0.00045105999097883043,1.8479181110648666,False
2024-11-07,new_energy,new_energy,0.0072202166064982976,1.861260480097826,False
2024-11-08,new_energy,new_energy,-0.0008960573476703981,1.8595926839687058,False
2024-11-11,new_energy,new_energy,0.03408071748878938,1.922968936875263,False
2024-11-12,new_energy,new_energy,-0.0030355594102342565,1.917131650423343,False
2024-11-13,new_energy,new_energy,0.008264462809917328,1.9329757136499823,False
2024-11-14,new_energy,new_energy,-0.031492666091458066,1.8721011549371056,False
2024-11-15,new_energy,new_energy,-0.03429844097995538,1.807891003965989,False
2024-11-18,new_energy,new_energy,-0.013837638376383965,1.7828740620291899,False
2024-11-19,new_energy,new_energy,0.036482694106641844,1.8479181110648668,False
2024-11-20,new_energy,new_energy,-0.0027075812274368616,1.842914722677507,False
2024-11-21,new_energy,new_energy,-0.0004524886877828038,1.842080824612947,False
2024-11-22,new_energy,new_energy,-0.03576278859212323,1.77620287751271,False
2024-11-25,new_energy,new_energy,0.010328638497652642,1.7945486349330293,False
2024-11-26,new_energy,new_energy,-0.0185873605947956,1.7611927123506308,False
2024-11-27,new_energy,new_energy,0.019412878787878896,1.7953825329975892,False
2024-11-28,new_energy,new_energy,-0.00836042731072928,1.78037236783551,False
2024-11-29,new_energy,new_energy,0.011709601873536535,1.8012198194495093,False
2024-12-02,cash,cash,-0.001,1.7994185996300598,False
2024-12-03,cash,cash,0.0,1.7994185996300598,False
2024-12-04,cash,cash,0.0,1.7994185996300598,False
2024-12-05,cash,cash,0.0,1.7994185996300598,False
2024-12-06,cash,cash,0.0,1.7994185996300598,False
2024-12-09,cash,cash,0.0,1.7994185996300598,False
2024-12-10,cash,cash,0.0,1.7994185996300598,False
2024-12-11,cash,cash,0.0,1.7994185996300598,False
2024-12-12,cash,cash,0.0,1.7994185996300598,False
2024-12-13,cash,cash,0.0,1.7994185996300598,False
2024-12-16,cash,cash,0.0,1.7994185996300598,False
2024-12-17,cash,cash,0.0,1.7994185996300598,False
2024-12-18,cash,cash,0.0,1.7994185996300598,False
2024-12-19,cash,cash,0.0,1.7994185996300598,False
2024-12-20,cash,cash,0.0,1.7994185996300598,False
2024-12-23,cash,cash,0.0,1.7994185996300598,False
2024-12-24,cash,cash,0.0,1.7994185996300598,False
2024-12-25,cash,cash,0.0,1.7994185996300598,False
2024-12-26,cash,cash,0.0,1.7994185996300598,False
2024-12-27,cash,cash,0.0,1.7994185996300598,False
2024-12-30,cash,cash,0.0,1.7994185996300598,False
2024-12-31,cash,cash,0.0,1.7994185996300598,False
2025-01-02,cash,cash,0.0,1.7994185996300598,False
2025-01-03,cash,cash,0.0,1.7994185996300598,False
2025-01-06,cash,cash,0.0,1.7994185996300598,False
2025-01-07,cash,cash,0.0,1.7994185996300598,False
2025-01-08,cash,cash,0.0,1.7994185996300598,False
2025-01-09,cash,cash,0.0,1.7994185996300598,False
2025-01-10,cash,cash,0.0,1.7994185996300598,False
2025-01-13,cash,cash,0.0,1.7994185996300598,False
2025-01-14,cash,cash,0.0,1.7994185996300598,False
2025-01-15,cash,cash,0.0,1.7994185996300598,False
2025-01-16,cash,cash,0.0,1.7994185996300598,False
2025-01-17,cash,cash,0.0,1.7994185996300598,False
2025-01-20,cash,cash,0.0,1.7994185996300598,False
2025-01-21,cash,cash,0.0,1.7994185996300598,False
2025-01-22,cash,cash,0.0,1.7994185996300598,False
2025-01-23,cash,cash,0.0,1.7994185996300598,False
2025-01-24,cash,cash,0.0,1.7994185996300598,False
2025-01-27,cash,cash,0.0,1.7994185996300598,False
2025-02-05,cyb,cyb,-0.0029723865877712132,1.7940700319187333,False
2025-02-06,cyb,cyb,0.027667984189723382,1.8437083331971174,False
2025-02-07,cyb,cyb,0.02451923076923057,1.8889146432899309,False
2025-02-10,cyb,cyb,0.005161895823557083,1.898665023898185,False
2025-02-11,cyb,cyb,-0.013538748832866432,1.8729594750218792,False
2025-02-12,cyb,cyb,0.017510648367250248,1.9057562097950969,False
2025-02-13,cyb,cyb,-0.006976744186046546,1.8924602362383869,False
2025-02-14,cyb,cyb,0.01826697892271678,1.9270297674858332,False
2025-02-17,cyb,cyb,0.0036798528058876734,1.934120953382745,False
2025-02-18,cyb,cyb,-0.019248395967002674,1.8968922274239572,False
2025-02-19,cyb,cyb,0.02102803738317749,1.936780148094087,False
2025-02-20,cyb,cyb,-0.0004576659038900699,1.935893749856973,False
2025-02-21,cyb,cyb,0.025183150183150094,1.9846456528982428,False
2025-02-24,cyb,cyb,-0.008039303260384045,1.968690484630191,False
2025-02-25,cyb,cyb,-0.010805943268797802,1.947416926939455,False
2025-02-26,cyb,cyb,0.011834319526627057,1.9704632811044187,False
2025-02-27,cyb,cyb,-0.004948268106162668,1.960712900496165,False
2025-02-28,cyb,cyb,-0.03797468354430378,1.8862554485785892,False
2025-03-03,kc50,kc50,-0.014356575463371544,1.859175279887875,False
2025-03-04,kc50,kc50,0.01787310098302064,1.8924045074104465,False
2025-03-05,kc50,kc50,0.0026338893766459925,1.897388891538832,False
2025-03-06,kc50,kc50,0.034150612959719995,1.9621858852078466,False
2025-03-07,kc50,kc50,-0.011854360711261669,1.9389254259420465,False
2025-03-10,kc50,kc50,-0.003427592116538092,1.9322795804375323,False
2025-03-11,kc50,kc50,-0.004299226139295009,1.9239722735568894,False
2025-03-12,kc50,kc50,-0.006908462867012077,1.9106805825478608,False
2025-03-13,kc50,kc50,-0.02086956521739136,1.870805509520775,False
2025-03-14,kc50,kc50,0.017761989342806483,1.9040347370433466,False
2025-03-17,kc50,kc50,-0.005235602094240788,1.8940659687865753,False
2025-03-18,kc50,kc50,0.0052631578947368585,1.9040347370433468,False
2025-03-19,kc50,kc50,-0.01308900523560197,1.8791128164014184,False
2025-03-20,kc50,kc50,-0.010610079575596787,1.8591752798878756,False
2025-03-21,kc50,kc50,-0.02144772117962468,1.8193002068607897,False
2025-03-24,kc50,kc50,0.005479452054794498,1.8292689751175613,False
2025-03-25,kc50,kc50,-0.016348773841961872,1.799362670347247,False
2025-03-26,kc50,kc50,-0.001846722068328699,1.7960397475949899,False
2025-03-27,kc50,kc50,0.010175763182238784,1.8143158227324043,False
2025-03-28,kc50,kc50,-0.010073260073260148,1.7960397475949899,False
2025-03-31,kc50,kc50,-0.006475485661424529,1.78440951796209,False
2025-04-01,cash,cash,-0.001,1.782625108444128,False
2025-04-02,cash,cash,0.0,1.782625108444128,False
2025-04-03,cash,cash,0.0,1.782625108444128,False
2025-04-07,cash,cash,0.0,1.782625108444128,False
2025-04-08,cash,cash,0.0,1.782625108444128,False
2025-04-09,cash,cash,0.0,1.782625108444128,False
2025-04-10,cash,cash,0.0,1.782625108444128,False
2025-04-11,cash,cash,0.0,1.782625108444128,False
2025-04-14,cash,cash,0.0,1.782625108444128,False
2025-04-15,cash,cash,0.0,1.782625108444128,False
2025-04-16,cash,cash,0.0,1.782625108444128,False
2025-04-17,cash,cash,0.0,1.782625108444128,False
2025-04-18,cash,cash,0.0,1.782625108444128,False
2025-04-21,cash,cash,0.0,1.782625108444128,False
2025-04-22,cash,cash,0.0,1.782625108444128,False
2025-04-23,cash,cash,0.0,1.782625108444128,False
2025-04-24,cash,cash,0.0,1.782625108444128,False
2025-04-25,cash,cash,0.0,1.782625108444128,False
2025-04-28,cash,cash,0.0,1.782625108444128,False
2025-04-29,cash,cash,0.0,1.782625108444128,False
2025-04-30,cash,cash,0.0,1.782625108444128,False
2025-05-06,cash,cash,0.0,1.782625108444128,False
2025-05-07,cash,cash,0.0,1.782625108444128,False
2025-05-08,cash,cash,0.0,1.782625108444128,False
2025-05-09,cash,cash,0.0,1.782625108444128,False
2025-05-12,cash,cash,0.0,1.782625108444128,False
2025-05-13,cash,cash,0.0,1.782625108444128,False
2025-05-14,cash,cash,0.0,1.782625108444128,False
2025-05-15,cash,cash,0.0,1.782625108444128,False
2025-05-16,cash,cash,0.0,1.782625108444128,False
2025-05-19,cash,cash,0.0,1.782625108444128,False
2025-05-20,cash,cash,0.0,1.782625108444128,False
2025-05-21,cash,cash,0.0,1.782625108444128,False
2025-05-22,cash,cash,0.0,1.782625108444128,False
2025-05-23,cash,cash,0.0,1.782625108444128,False
2025-05-26,cash,cash,0.0,1.782625108444128,False
2025-05-27,cash,cash,0.0,1.782625108444128,False
2025-05-28,cash,cash,0.0,1.782625108444128,False
2025-05-29,cash,cash,0.0,1.782625108444128,False
2025-05-30,cash,cash,0.0,1.782625108444128,False
2025-06-03,cash,cash,0.0,1.782625108444128,False
2025-06-04,cash,cash,0.0,1.782625108444128,False
2025-06-05,cash,cash,0.0,1.782625108444128,False
2025-06-06,cash,cash,0.0,1.782625108444128,False
2025-06-09,cash,cash,0.0,1.782625108444128,False
2025-06-10,cash,cash,0.0,1.782625108444128,False
2025-06-11,cash,cash,0.0,1.782625108444128,False
2025-06-12,cash,cash,0.0,1.782625108444128,False
2025-06-13,cash,cash,0.0,1.782625108444128,False
2025-06-16,cash,cash,0.0,1.782625108444128,False
2025-06-17,cash,cash,0.0,1.782625108444128,False
2025-06-18,cash,cash,0.0,1.782625108444128,False
2025-06-19,cash,cash,0.0,1.782625108444128,False
2025-06-20,cash,cash,0.0,1.782625108444128,False
2025-06-23,cash,cash,0.0,1.782625108444128,False
2025-06-24,cash,cash,0.0,1.782625108444128,False
2025-06-25,cash,cash,0.0,1.782625108444128,False
2025-06-26,cash,cash,0.0,1.782625108444128,False
2025-06-27,cash,cash,0.0,1.782625108444128,False
2025-06-30,cash,cash,0.0,1.782625108444128,False
2025-07-01,new_energy,new_energy,-0.0041729243786357,1.7751863486711335,False
2025-07-02,new_energy,new_energy,0.011671087533156488,1.7959047039341387,False
2025-07-03,new_energy,new_energy,0.011536444677504143,1.8166230591971444,False
2025-07-04,new_energy,new_energy,-0.008294453084499831,1.801555164460413,False
2025-07-07,new_energy,new_energy,-0.004181913225300593,1.7940212170920475,False
2025-07-08,new_energy,new_energy,0.032545931758530156,1.8524093091968805,False
2025-07-09,new_energy,new_energy,-0.002541942043721379,1.847700592091652,False
2025-07-10,new_energy,new_energy,0.008154943934760572,1.8627684868283834,False
2025-07-11,new_energy,new_energy,-0.004044489383215444,1.8552345394600176,False
2025-07-14,new_energy,new_energy,0.0020304568527917954,1.8590015131442001,False
2025-07-15,new_energy,new_energy,-0.011144883485308954,1.838283157881195,False
2025-07-16,new_energy,new_energy,-0.002049180327868827,1.8345161841970121,False
2025-07-17,new_energy,new_energy,0.010266940451745254,1.8533510526179258,False
2025-07-18,new_energy,new_energy,0.0060975609756097615,1.864651973670474,False
2025-07-21,new_energy,new_energy,0.013131313131312883,1.8891373026176617,False
2025-07-22,new_energy,new_energy,0.022432701894317342,1.9315157565647185,False
2025-07-23,new_energy,new_energy,-0.008776206728425273,1.9145643749858958,False
2025-07-24,new_energy,new_energy,0.026069847515986178,1.9644767763013176,False
2025-07-25,new_energy,new_energy,-0.00431447746883995,1.956001085511906,False
2025-07-28,new_energy,new_energy,-0.003370245546461259,1.9494088815645862,False
2025-07-29,new_energy,new_energy,0.008695652173913215,1.9663602631434092,False
2025-07-30,new_energy,new_energy,-0.019157088122605415,1.9286905263015812,False
2025-07-31,new_energy,new_energy,-0.029296875,1.8721859210388396,False
2025-08-01,medicine,medicine,-0.01882692307692313,1.8369384207177428,False
2025-08-04,medicine,medicine,0.0,1.8369384207177428,False
2025-08-05,medicine,medicine,0.004889975550122161,1.8459210046821326,False
2025-08-06,medicine,medicine,-0.0024330900243308973,1.8414297126999377,False
2025-08-07,medicine,medicine,-0.007317073170731714,1.8279558367533528,False
2025-08-08,medicine,medicine,-0.002457002457002311,1.8234645447711582,False
2025-08-11,medicine,medicine,0.0024630541871919487,1.8279558367533528,False
2025-08-12,medicine,medicine,0.002457002457002533,1.832447128735548,False
2025-08-13,medicine,medicine,0.02450980392156854,1.8773600485574975,False
2025-08-14,medicine,medicine,-0.0071770334928229484,1.8638861726109126,False
2025-08-15,medicine,medicine,0.004819277108433662,1.8728687565753024,False
2025-08-18,medicine,medicine,0.0023980815347721673,1.8773600485574973,False
2025-08-19,medicine,medicine,-0.01674641148325362,1.8459210046821324,False
2025-08-20,medicine,medicine,0.009732360097323589,1.8638861726109122,False
2025-08-21,medicine,medicine,0.012048192771084265,1.8863426325218868,False
2025-08-22,medicine,medicine,0.00952380952380949,1.9043078004506666,False
2025-08-25,medicine,medicine,0.02358490566037741,1.9492207202726164,False
2025-08-26,medicine,medicine,-0.011520737327188946,1.9267642603616415,False
2025-08-27,medicine,medicine,-0.020979020979021046,1.8863426325218866,False
2025-08-28,medicine,medicine,-0.0023809523809523725,1.8818513405396917,False
2025-08-29,medicine,medicine,0.02863961813842475,1.9357468443260313,False
2025-09-01,kc50,kc50,0.011456090651558172,1.957922935653098,False
2025-09-02,kc50,kc50,-0.025856044723969407,1.907298792662766,False
2025-09-03,kc50,kc50,-0.020803443328550886,1.8676204103189926,False
2025-09-04,kc50,kc50,-0.06080586080586081,1.7540581436109512,False
2025-09-05,kc50,kc50,0.03432137285491432,1.8142598271670216,False
2025-09-08,kc50,kc50,0.0015082956259426794,1.816996267328661,False
2025-09-09,kc50,kc50,-0.01581325301204828,1.7882636456314456,False
2025-09-10,kc50,kc50,0.010711553175210442,1.8074187267629225,False
2025-09-11,kc50,kc50,0.054504163512490544,1.9059305725819462,False
2025-09-12,kc50,kc50,0.009332376166546918,1.923717433632603,False
2025-09-15,kc50,kc50,0.002133712660028486,1.9278220938750625,False
2025-09-16,kc50,kc50,0.012065294535131166,1.9510818352489985,False
2025-09-17,kc50,kc50,0.009817671809256634,1.9702369163804752,False
2025-09-18,kc50,kc50,0.00694444444444442,1.9839191171886728,False
2025-09-19,kc50,kc50,-0.013103448275861962,1.9579229356530972,False
2025-09-22,kc50,kc50,0.03354297693920327,2.023597499532446,False
2025-09-23,kc50,kc50,-0.0027045300878972833,2.018124619209167,False
2025-09-24,kc50,kc50,0.037288135593220195,2.093376723654254,False
2025-09-25,kc50,kc50,0.0117647058823529,2.11800468510901,False
2025-09-26,kc50,kc50,-0.015503875968992276,2.0851674031693355,False
2025-09-29,kc50,kc50,0.012467191601049699,2.1111635847049106,False
2025-09-30,kc50,kc50,0.017498379779650186,2.148105526887045,False
2025-10-09,new_energy,new_energy,0.036014783526926886,2.225469082430877,False
2025-10-10,new_energy,new_energy,-0.060698541878602685,2.090386354131411,False
2025-10-13,new_energy,new_energy,0.006859205776173383,2.104724744286103,False
2025-10-14,new_energy,new_energy,-0.021154535675869668,2.060200269595217,False
2025-10-15,new_energy,new_energy,0.017948717948717885,2.097178223152054,False
2025-10-16,new_energy,new_energy,0.004318100035984207,2.1062340485129125,False
2025-10-17,new_energy,new_energy,-0.04765317090648524,2.0058653174300685,False
2025-10-20,new_energy,new_energy,0.003386004514672747,2.012657186450712,False
2025-10-21,new_energy,new_energy,0.0164979377577803,2.045861879440525,False
2025-10-22,new_energy,new_energy,-0.01475470306160076,2.015675794904332,False
2025-10-23,new_energy,new_energy,0.015350056158742076,2.0466165315539304,False
2025-10-24,new_energy,new_energy,0.01880530973451333,2.0851037893375777,False
2025-10-27,new_energy,new_energy,0.009410061527325375,2.1047247442861035,False
2025-10-28,new_energy,new_energy,-0.007888131946934496,2.0881223977911967,False
2025-10-29,new_energy,new_energy,0.06252258764004326,2.218677213410234,False
2025-10-30,new_energy,new_energy,0.008843537414966018,2.2382981683587597,False
2025-10-31,new_energy,new_energy,-0.0131490222521915,2.208866735935971,False
2025-11-03,new_energy,new_energy,0.012299282541851753,2.236034212018545,False
2025-11-04,new_energy,new_energy,-0.029024637192035185,2.1711341302657283,False
2025-11-05,new_energy,new_energy,0.035453597497393075,2.248108645833022,False
2025-11-06,new_energy,new_energy,0.01611278952668682,2.2843319472764545,False
2025-11-07,new_energy,new_energy,0.01850016518004649,2.326592465627126,False
2025-11-10,new_energy,new_energy,-0.00648718780408708,2.3114994233590287,False
2025-11-11,new_energy,new_energy,-0.007835455435847294,2.2933877726373124,False
2025-11-12,new_energy,new_energy,-0.02566633761105619,2.234524907791735,False
2025-11-13,new_energy,new_energy,0.04660587639311031,2.338666899441603,False
2025-11-14,new_energy,new_energy,-0.015488867376572957,2.3024435979981708,False
2025-11-17,new_energy,new_energy,0.004260898066207552,2.312254075472433,False
2025-11-18,new_energy,new_energy,-0.030026109660574396,2.242826081039188,False
2025-11-19,new_energy,new_energy,0.0053835800807537915,2.2549005148536656,False
2025-11-20,new_energy,new_energy,-0.015729585006693414,2.2194318655236382,False
2025-11-21,new_energy,new_energy,-0.061543692621557455,2.0828398329973616,False
2025-11-24,new_energy,new_energy,-0.010869565217391353,2.0602002695952164,False
2025-11-25,new_energy,new_energy,0.019413919413919345,2.1001968316056727,False
2025-11-26,new_energy,new_energy,0.002155946819978549,2.104724744286102,False
2025-11-27,new_energy,new_energy,-0.0014342058085335951,2.1017061358324827,False
2025-11-28,new_energy,new_energy,0.01579892280071804,2.1349108288222953,False
2025-12-01,cash,cash,-0.001,2.132775917993473,False
2025-12-02,cash,cash,0.0,2.132775917993473,False
2025-12-03,cash,cash,0.0,2.132775917993473,False
2025-12-04,cash,cash,0.0,2.132775917993473,False
2025-12-05,cash,cash,0.0,2.132775917993473,False
2025-12-08,cash,cash,0.0,2.132775917993473,False
2025-12-09,cash,cash,0.0,2.132775917993473,False
2025-12-10,cash,cash,0.0,2.132775917993473,False
2025-12-11,cash,cash,0.0,2.132775917993473,False
2025-12-12,cash,cash,0.0,2.132775917993473,False
2025-12-15,cash,cash,0.0,2.132775917993473,False
2025-12-16,cash,cash,0.0,2.132775917993473,False
2025-12-17,cash,cash,0.0,2.132775917993473,False
2025-12-18,cash,cash,0.0,2.132775917993473,False
2025-12-19,cash,cash,0.0,2.132775917993473,False
2025-12-22,cash,cash,0.0,2.132775917993473,False
2025-12-23,cash,cash,0.0,2.132775917993473,False
2025-12-24,cash,cash,0.0,2.132775917993473,False
2025-12-25,cash,cash,0.0,2.132775917993473,False
2025-12-26,cash,cash,0.0,2.132775917993473,False
2025-12-29,cash,cash,0.0,2.132775917993473,False
2025-12-30,cash,cash,0.0,2.132775917993473,False
2025-12-31,cash,cash,0.0,2.132775917993473,False
2026-01-05,zz500,zz500,0.025884554559831296,2.1879818726066693,False
2026-01-06,zz500,zz500,0.021688911704312197,2.235436818252271,False
2026-01-07,zz500,zz500,0.004773269689737347,2.246107161060157,False
2026-01-08,zz500,zz500,0.0031253906738342163,2.253127123433767,False
2026-01-09,zz500,zz500,0.023928215353938187,2.3070404344630893,False
2026-01-12,zz500,zz500,0.02434274586173335,2.363200133451967,False
2026-01-13,zz500,zz500,-0.013070342205323326,2.3323122990080845,False
2026-01-14,zz500,zz500,0.007103298820130055,2.348879410209803,False
2026-01-15,zz500,zz500,-0.003108188882247398,2.3415786493412494,False
2026-01-16,zz500,zz500,-0.005276412039812994,2.329223515563696,False
2026-01-19,zz500,zz500,0.006389391199517869,2.344105835795749,False
2026-01-20,zz500,zz500,-0.0028749401054145585,2.3373666719170836,False
2026-01-21,zz500,zz500,0.012974531475252293,2.3676929093710775,False
