ma_days,final_value,total_return,annual_return,annual_vol,sharpe,max_drawdown,trade_count,cash_ratio
60,1.3177115548048257,0.3177115548048257,0.04402458192398884,0.2249282279039647,0.19572724301542785,-0.4218725655351424,45,0.552258064516129
120,0.8326587939076995,-0.16734120609230052,-0.02819211539335298,0.21652105151113532,-0.13020496250408753,-0.4096390410530434,41,0.5741935483870968
150,1.0610598787933425,0.061059878793342515,0.009298089163643386,0.2237007901974941,0.041564847202526976,-0.3908028478295661,40,0.5729032258064516
200,1.7704859918898508,0.7704859918898508,0.09330478791073671,0.21477310382423806,0.43443422965611983,-0.2650131500218824,29,0.636774193548387
250,1.6873860290468494,0.6873860290468494,0.08512809495220064,0.20769210974864946,0.4098764033704665,-0.26501315002188186,26,0.6793548387096774
