date,equity,drawdown,position
2022-05-23,1.634293038122641,-0.0010000000000000009,cash
2022-05-24,1.634293038122641,-0.0010000000000000009,cash
2022-05-25,1.634293038122641,-0.0010000000000000009,cash
2022-05-26,1.634293038122641,-0.0010000000000000009,cash
2022-05-27,1.634293038122641,-0.0010000000000000009,cash
2022-05-30,1.634293038122641,-0.0010000000000000009,cash
2022-05-31,1.634293038122641,-0.0010000000000000009,cash
2022-06-01,1.634293038122641,-0.0010000000000000009,cash
2022-06-02,1.634293038122641,-0.0010000000000000009,cash
2022-06-06,1.634293038122641,-0.0010000000000000009,cash
2022-06-07,1.634293038122641,-0.0010000000000000009,cash
2022-06-08,1.634293038122641,-0.0010000000000000009,cash
2022-06-09,1.634293038122641,-0.0010000000000000009,cash
2022-06-10,1.634293038122641,-0.0010000000000000009,cash
2022-06-13,1.634293038122641,-0.0010000000000000009,cash
2022-06-14,1.634293038122641,-0.0010000000000000009,cash
2022-06-15,1.634293038122641,-0.0010000000000000009,cash
2022-06-16,1.634293038122641,-0.0010000000000000009,cash
2022-06-17,1.634293038122641,-0.0010000000000000009,cash
2022-06-20,1.634293038122641,-0.0010000000000000009,cash
2022-06-21,1.634293038122641,-0.0010000000000000009,cash
2022-06-22,1.634293038122641,-0.0010000000000000009,cash
2022-06-23,1.634293038122641,-0.0010000000000000009,cash
2022-06-24,1.634293038122641,-0.0010000000000000009,cash
2022-06-27,1.634293038122641,-0.0010000000000000009,cash
2022-06-28,1.634293038122641,-0.0010000000000000009,cash
2022-06-29,1.634293038122641,-0.0010000000000000009,cash
2022-06-30,1.634293038122641,-0.0010000000000000009,cash
2022-07-01,1.634293038122641,-0.0010000000000000009,cash
2022-07-04,1.634293038122641,-0.0010000000000000009,cash
2022-07-05,1.634293038122641,-0.0010000000000000009,cash
2022-07-06,1.634293038122641,-0.0010000000000000009,cash
2022-07-07,1.634293038122641,-0.0010000000000000009,cash
2022-07-08,1.634293038122641,-0.0010000000000000009,cash
2022-07-11,1.634293038122641,-0.0010000000000000009,cash
2022-07-12,1.634293038122641,-0.0010000000000000009,cash
2022-07-13,1.634293038122641,-0.0010000000000000009,cash
2022-07-14,1.634293038122641,-0.0010000000000000009,cash
2022-07-15,1.634293038122641,-0.0010000000000000009,cash
2022-07-18,1.634293038122641,-0.0010000000000000009,cash
2022-07-19,1.634293038122641,-0.0010000000000000009,cash
2022-07-20,1.634293038122641,-0.0010000000000000009,cash
2022-07-21,1.634293038122641,-0.0010000000000000009,cash
2022-07-22,1.634293038122641,-0.0010000000000000009,cash
2022-07-25,1.634293038122641,-0.0010000000000000009,cash
2022-07-26,1.634293038122641,-0.0010000000000000009,cash
2022-07-27,1.634293038122641,-0.0010000000000000009,cash
2022-07-28,1.634293038122641,-0.0010000000000000009,cash
2022-07-29,1.634293038122641,-0.0010000000000000009,cash
2022-08-01,1.634293038122641,-0.0010000000000000009,cash
2022-08-02,1.634293038122641,-0.0010000000000000009,cash
2022-08-03,1.634293038122641,-0.0010000000000000009,cash
2022-08-04,1.634293038122641,-0.0010000000000000009,cash
2022-08-05,1.634293038122641,-0.0010000000000000009,cash
2022-08-08,1.634293038122641,-0.0010000000000000009,cash
2022-08-09,1.634293038122641,-0.0010000000000000009,cash
2022-08-10,1.634293038122641,-0.0010000000000000009,cash
2022-08-11,1.634293038122641,-0.0010000000000000009,cash
2022-08-12,1.634293038122641,-0.0010000000000000009,cash
2022-08-15,1.634293038122641,-0.0010000000000000009,cash
2022-08-16,1.634293038122641,-0.0010000000000000009,cash
2022-08-17,1.634293038122641,-0.0010000000000000009,cash
2022-08-18,1.634293038122641,-0.0010000000000000009,cash
2022-08-19,1.634293038122641,-0.0010000000000000009,cash
2022-08-22,1.634293038122641,-0.0010000000000000009,cash
2022-08-23,1.634293038122641,-0.0010000000000000009,cash
2022-08-24,1.634293038122641,-0.0010000000000000009,cash
2022-08-25,1.634293038122641,-0.0010000000000000009,cash
2022-08-26,1.634293038122641,-0.0010000000000000009,cash
2022-08-29,1.634293038122641,-0.0010000000000000009,cash
2022-08-30,1.634293038122641,-0.0010000000000000009,cash
2022-08-31,1.634293038122641,-0.0010000000000000009,cash
2022-09-01,1.634293038122641,-0.0010000000000000009,cash
2022-09-02,1.634293038122641,-0.0010000000000000009,cash
2022-09-05,1.634293038122641,-0.0010000000000000009,cash
2022-09-06,1.634293038122641,-0.0010000000000000009,cash
2022-09-07,1.634293038122641,-0.0010000000000000009,cash
2022-09-08,1.634293038122641,-0.0010000000000000009,cash
2022-09-09,1.634293038122641,-0.0010000000000000009,cash
2022-09-13,1.634293038122641,-0.0010000000000000009,cash
2022-09-14,1.634293038122641,-0.0010000000000000009,cash
2022-09-15,1.634293038122641,-0.0010000000000000009,cash
2022-09-16,1.634293038122641,-0.0010000000000000009,cash
2022-09-19,1.634293038122641,-0.0010000000000000009,cash
2022-09-20,1.634293038122641,-0.0010000000000000009,cash
2022-09-21,1.634293038122641,-0.0010000000000000009,cash
2022-09-22,1.634293038122641,-0.0010000000000000009,cash
2022-09-23,1.634293038122641,-0.0010000000000000009,cash
2022-09-26,1.634293038122641,-0.0010000000000000009,cash
2022-09-27,1.634293038122641,-0.0010000000000000009,cash
2022-09-28,1.634293038122641,-0.0010000000000000009,cash
2022-09-29,1.634293038122641,-0.0010000000000000009,cash
2022-09-30,1.634293038122641,-0.0010000000000000009,cash
2022-10-10,1.634293038122641,-0.0010000000000000009,cash
2022-10-11,1.634293038122641,-0.0010000000000000009,cash
2022-10-12,1.634293038122641,-0.0010000000000000009,cash
2022-10-13,1.634293038122641,-0.0010000000000000009,cash
2022-10-14,1.634293038122641,-0.0010000000000000009,cash
2022-10-17,1.634293038122641,-0.0010000000000000009,cash
2022-10-18,1.634293038122641,-0.0010000000000000009,cash
2022-10-19,1.634293038122641,-0.0010000000000000009,cash
2022-10-20,1.634293038122641,-0.0010000000000000009,cash
2022-10-21,1.634293038122641,-0.0010000000000000009,cash
2022-10-24,1.634293038122641,-0.0010000000000000009,cash
2022-10-25,1.634293038122641,-0.0010000000000000009,cash
2022-10-26,1.634293038122641,-0.0010000000000000009,cash
2022-10-27,1.634293038122641,-0.0010000000000000009,cash
2022-10-28,1.634293038122641,-0.0010000000000000009,cash
2022-10-31,1.634293038122641,-0.0010000000000000009,cash
2022-11-01,1.634293038122641,-0.0010000000000000009,cash
2022-11-02,1.634293038122641,-0.0010000000000000009,cash
2022-11-03,1.634293038122641,-0.0010000000000000009,cash
2022-11-04,1.634293038122641,-0.0010000000000000009,cash
2022-11-07,1.634293038122641,-0.0010000000000000009,cash
2022-11-08,1.634293038122641,-0.0010000000000000009,cash
2022-11-09,1.634293038122641,-0.0010000000000000009,cash
2022-11-10,1.634293038122641,-0.0010000000000000009,cash
2022-11-11,1.634293038122641,-0.0010000000000000009,cash
2022-11-14,1.634293038122641,-0.0010000000000000009,cash
2022-11-15,1.634293038122641,-0.0010000000000000009,cash
2022-11-16,1.634293038122641,-0.0010000000000000009,cash
2022-11-17,1.634293038122641,-0.0010000000000000009,cash
2022-11-18,1.634293038122641,-0.0010000000000000009,cash
2022-11-21,1.634293038122641,-0.0010000000000000009,cash
2022-11-22,1.634293038122641,-0.0010000000000000009,cash
2022-11-23,1.634293038122641,-0.0010000000000000009,cash
2022-11-24,1.634293038122641,-0.0010000000000000009,cash
2022-11-25,1.634293038122641,-0.0010000000000000009,cash
2022-11-28,1.634293038122641,-0.0010000000000000009,cash
2022-11-29,1.634293038122641,-0.0010000000000000009,cash
2022-11-30,1.634293038122641,-0.0010000000000000009,cash
2022-12-01,1.634293038122641,-0.0010000000000000009,cash
2022-12-02,1.634293038122641,-0.0010000000000000009,cash
2022-12-05,1.634293038122641,-0.0010000000000000009,cash
2022-12-06,1.634293038122641,-0.0010000000000000009,cash
2022-12-07,1.634293038122641,-0.0010000000000000009,cash
2022-12-08,1.634293038122641,-0.0010000000000000009,cash
2022-12-09,1.634293038122641,-0.0010000000000000009,cash
2022-12-12,1.634293038122641,-0.0010000000000000009,cash
2022-12-13,1.634293038122641,-0.0010000000000000009,cash
2022-12-14,1.634293038122641,-0.0010000000000000009,cash
2022-12-15,1.634293038122641,-0.0010000000000000009,cash
2022-12-16,1.634293038122641,-0.0010000000000000009,cash
2022-12-19,1.634293038122641,-0.0010000000000000009,cash
2022-12-20,1.634293038122641,-0.0010000000000000009,cash
2022-12-21,1.634293038122641,-0.0010000000000000009,cash
2022-12-22,1.634293038122641,-0.0010000000000000009,cash
2022-12-23,1.634293038122641,-0.0010000000000000009,cash
2022-12-26,1.634293038122641,-0.0010000000000000009,cash
2022-12-27,1.634293038122641,-0.0010000000000000009,cash
2022-12-28,1.634293038122641,-0.0010000000000000009,cash
2022-12-29,1.634293038122641,-0.0010000000000000009,cash
2022-12-30,1.634293038122641,-0.0010000000000000009,cash
2023-01-03,1.634293038122641,-0.0010000000000000009,cash
2023-01-04,1.634293038122641,-0.0010000000000000009,cash
2023-01-05,1.634293038122641,-0.0010000000000000009,cash
2023-01-06,1.634293038122641,-0.0010000000000000009,cash
2023-01-09,1.634293038122641,-0.0010000000000000009,cash
2023-01-10,1.634293038122641,-0.0010000000000000009,cash
2023-01-11,1.634293038122641,-0.0010000000000000009,cash
2023-01-12,1.634293038122641,-0.0010000000000000009,cash
2023-01-13,1.634293038122641,-0.0010000000000000009,cash
2023-01-16,1.634293038122641,-0.0010000000000000009,cash
2023-01-17,1.634293038122641,-0.0010000000000000009,cash
2023-01-18,1.634293038122641,-0.0010000000000000009,cash
2023-01-19,1.634293038122641,-0.0010000000000000009,cash
2023-01-20,1.634293038122641,-0.0010000000000000009,cash
2023-01-30,1.634293038122641,-0.0010000000000000009,cash
2023-01-31,1.634293038122641,-0.0010000000000000009,cash
2023-02-01,1.675396533738353,0.0,securities
2023-02-02,1.6412396217355323,-0.020387359836901098,securities
2023-02-03,1.627576856934404,-0.02854230377166156,securities
2023-02-06,1.5968356361318654,-0.04689092762487257,securities
2023-02-07,1.6019591729322884,-0.04383282364933749,securities
2023-02-08,1.5865885625310194,-0.05300713557594283,securities
2023-02-09,1.6122062465331346,-0.03771661569826712,securities
2023-02-10,1.5985434817320066,-0.04587155963302747,securities
2023-02-13,1.6087905553328528,-0.039755351681957096,securities
2023-02-14,1.6053748641325707,-0.041794087665647295,securities
2023-02-15,1.5900042537313015,-0.050968399592252744,securities
2023-02-16,1.5814650257305962,-0.05606523955147802,securities
2023-02-17,1.5524316505281985,-0.07339449541284404,securities
2023-02-20,1.6156219377334167,-0.03567787971457703,securities
2023-02-21,1.6190376289336987,-0.033639143730886945,securities
2023-02-22,1.6036670185324293,-0.042813455657492505,securities
2023-02-23,1.6173297833335576,-0.034658511722732044,securities
2023-02-24,1.590004253731301,-0.050968399592252966,securities
2023-02-27,1.5695101065296087,-0.0632008154943936,securities
2023-02-28,1.583172871330737,-0.05504587155963314,securities
2023-03-01,1.5815896984594062,-0.055990825688073564,cash
2023-03-02,1.5815896984594062,-0.055990825688073564,cash
2023-03-03,1.5815896984594062,-0.055990825688073564,cash
2023-03-06,1.5815896984594062,-0.055990825688073564,cash
2023-03-07,1.5815896984594062,-0.055990825688073564,cash
2023-03-08,1.5815896984594062,-0.055990825688073564,cash
2023-03-09,1.5815896984594062,-0.055990825688073564,cash
2023-03-10,1.5815896984594062,-0.055990825688073564,cash
2023-03-13,1.5815896984594062,-0.055990825688073564,cash
2023-03-14,1.5815896984594062,-0.055990825688073564,cash
2023-03-15,1.5815896984594062,-0.055990825688073564,cash
2023-03-16,1.5815896984594062,-0.055990825688073564,cash
2023-03-17,1.5815896984594062,-0.055990825688073564,cash
2023-03-20,1.5815896984594062,-0.055990825688073564,cash
2023-03-21,1.5815896984594062,-0.055990825688073564,cash
2023-03-22,1.5815896984594062,-0.055990825688073564,cash
2023-03-23,1.5815896984594062,-0.055990825688073564,cash
2023-03-24,1.5815896984594062,-0.055990825688073564,cash
2023-03-27,1.5815896984594062,-0.055990825688073564,cash
2023-03-28,1.5815896984594062,-0.055990825688073564,cash
2023-03-29,1.5815896984594062,-0.055990825688073564,cash
2023-03-30,1.5815896984594062,-0.055990825688073564,cash
2023-03-31,1.5815896984594062,-0.055990825688073564,cash
2023-04-03,1.5815896984594062,-0.055990825688073564,cash
2023-04-04,1.5815896984594062,-0.055990825688073564,cash
2023-04-06,1.5815896984594062,-0.055990825688073564,cash
2023-04-07,1.5815896984594062,-0.055990825688073564,cash
2023-04-10,1.5815896984594062,-0.055990825688073564,cash
2023-04-11,1.5815896984594062,-0.055990825688073564,cash
2023-04-12,1.5815896984594062,-0.055990825688073564,cash
2023-04-13,1.5815896984594062,-0.055990825688073564,cash
2023-04-14,1.5815896984594062,-0.055990825688073564,cash
2023-04-17,1.5815896984594062,-0.055990825688073564,cash
2023-04-18,1.5815896984594062,-0.055990825688073564,cash
2023-04-19,1.5815896984594062,-0.055990825688073564,cash
2023-04-20,1.5815896984594062,-0.055990825688073564,cash
2023-04-21,1.5815896984594062,-0.055990825688073564,cash
2023-04-24,1.5815896984594062,-0.055990825688073564,cash
2023-04-25,1.5815896984594062,-0.055990825688073564,cash
2023-04-26,1.5815896984594062,-0.055990825688073564,cash
2023-04-27,1.5815896984594062,-0.055990825688073564,cash
2023-04-28,1.5815896984594062,-0.055990825688073564,cash
2023-05-04,1.5815896984594062,-0.055990825688073564,cash
2023-05-05,1.5815896984594062,-0.055990825688073564,cash
2023-05-08,1.5815896984594062,-0.055990825688073564,cash
2023-05-09,1.5815896984594062,-0.055990825688073564,cash
2023-05-10,1.5815896984594062,-0.055990825688073564,cash
2023-05-11,1.5815896984594062,-0.055990825688073564,cash
2023-05-12,1.5815896984594062,-0.055990825688073564,cash
2023-05-15,1.5815896984594062,-0.055990825688073564,cash
2023-05-16,1.5815896984594062,-0.055990825688073564,cash
2023-05-17,1.5815896984594062,-0.055990825688073564,cash
2023-05-18,1.5815896984594062,-0.055990825688073564,cash
2023-05-19,1.5815896984594062,-0.055990825688073564,cash
2023-05-22,1.5815896984594062,-0.055990825688073564,cash
2023-05-23,1.5815896984594062,-0.055990825688073564,cash
2023-05-24,1.5815896984594062,-0.055990825688073564,cash
2023-05-25,1.5815896984594062,-0.055990825688073564,cash
2023-05-26,1.5815896984594062,-0.055990825688073564,cash
2023-05-29,1.5815896984594062,-0.055990825688073564,cash
2023-05-30,1.5815896984594062,-0.055990825688073564,cash
2023-05-31,1.5815896984594062,-0.055990825688073564,cash
2023-06-01,1.5815896984594062,-0.055990825688073564,cash
2023-06-02,1.5815896984594062,-0.055990825688073564,cash
2023-06-05,1.5815896984594062,-0.055990825688073564,cash
2023-06-06,1.5815896984594062,-0.055990825688073564,cash
2023-06-07,1.5815896984594062,-0.055990825688073564,cash
2023-06-08,1.5815896984594062,-0.055990825688073564,cash
2023-06-09,1.5815896984594062,-0.055990825688073564,cash
2023-06-12,1.5815896984594062,-0.055990825688073564,cash
2023-06-13,1.5815896984594062,-0.055990825688073564,cash
2023-06-14,1.5815896984594062,-0.055990825688073564,cash
2023-06-15,1.5815896984594062,-0.055990825688073564,cash
2023-06-16,1.5815896984594062,-0.055990825688073564,cash
2023-06-19,1.5815896984594062,-0.055990825688073564,cash
2023-06-20,1.5815896984594062,-0.055990825688073564,cash
2023-06-21,1.5815896984594062,-0.055990825688073564,cash
2023-06-26,1.5815896984594062,-0.055990825688073564,cash
2023-06-27,1.5815896984594062,-0.055990825688073564,cash
2023-06-28,1.5815896984594062,-0.055990825688073564,cash
2023-06-29,1.5815896984594062,-0.055990825688073564,cash
2023-06-30,1.5815896984594062,-0.055990825688073564,cash
2023-07-03,1.5815896984594062,-0.055990825688073564,cash
2023-07-04,1.5815896984594062,-0.055990825688073564,cash
2023-07-05,1.5815896984594062,-0.055990825688073564,cash
2023-07-06,1.5815896984594062,-0.055990825688073564,cash
2023-07-07,1.5815896984594062,-0.055990825688073564,cash
2023-07-10,1.5815896984594062,-0.055990825688073564,cash
2023-07-11,1.5815896984594062,-0.055990825688073564,cash
2023-07-12,1.5815896984594062,-0.055990825688073564,cash
2023-07-13,1.5815896984594062,-0.055990825688073564,cash
2023-07-14,1.5815896984594062,-0.055990825688073564,cash
2023-07-17,1.5815896984594062,-0.055990825688073564,cash
2023-07-18,1.5815896984594062,-0.055990825688073564,cash
2023-07-19,1.5815896984594062,-0.055990825688073564,cash
2023-07-20,1.5815896984594062,-0.055990825688073564,cash
2023-07-21,1.5815896984594062,-0.055990825688073564,cash
2023-07-24,1.5815896984594062,-0.055990825688073564,cash
2023-07-25,1.5815896984594062,-0.055990825688073564,cash
2023-07-26,1.5815896984594062,-0.055990825688073564,cash
2023-07-27,1.5815896984594062,-0.055990825688073564,cash
2023-07-28,1.5815896984594062,-0.055990825688073564,cash
2023-07-31,1.5815896984594062,-0.055990825688073564,cash
2023-08-01,1.5768855229791907,-0.05879862395283353,securities
2023-08-02,1.5878036225448233,-0.05228189830265517,securities
2023-08-03,1.6439538488823613,-0.01876730924459591,securities
2023-08-04,1.6579914054667457,-0.010388661980081038,securities
2023-08-07,1.662670590994874,-0.0075957795585760435,securities
2023-08-08,1.6517524914292414,-0.0141125052087544,securities
2023-08-09,1.642394120372985,-0.019698270051764277,securities
2023-08-10,1.6751484190698827,-0.00014809310122942954,securities
2023-08-11,1.601841179129208,-0.0439032510381403,securities
2023-08-14,1.5862438940354475,-0.05321285910982343,securities
2023-08-15,1.6158787357135929,-0.03552460377362521,securities
2023-08-16,1.6189981927323451,-0.03366268215928847,securities
2023-08-17,1.6189981927323451,-0.03366268215928847,securities
2023-08-18,1.592482808072952,-0.049489015881149956,securities
2023-08-21,1.536332581735414,-0.08300360493920933,securities
2023-08-22,1.5659674234135592,-0.06531534960301122,securities
2023-08-23,1.5238547536604057,-0.09045129139655583,securities
2023-08-24,1.5472506813010465,-0.07648687928903108,securities
2023-08-25,1.5566090523573028,-0.07090111444602121,securities
2023-08-28,1.595602265091704,-0.04762709426681333,securities
2023-08-29,1.584684165526072,-0.054143819916991465,securities
2023-08-30,1.5394520387541661,-0.0811416833248727,securities
2023-08-31,1.509817197076021,-0.0988299386610707,securities
2023-09-01,1.508307379878945,-0.09973110872240964,cash
2023-09-04,1.508307379878945,-0.09973110872240964,cash
2023-09-05,1.508307379878945,-0.09973110872240964,cash
2023-09-06,1.508307379878945,-0.09973110872240964,cash
2023-09-07,1.508307379878945,-0.09973110872240964,cash
2023-09-08,1.508307379878945,-0.09973110872240964,cash
2023-09-11,1.508307379878945,-0.09973110872240964,cash
2023-09-12,1.508307379878945,-0.09973110872240964,cash
2023-09-13,1.508307379878945,-0.09973110872240964,cash
2023-09-14,1.508307379878945,-0.09973110872240964,cash
2023-09-15,1.508307379878945,-0.09973110872240964,cash
2023-09-18,1.508307379878945,-0.09973110872240964,cash
2023-09-19,1.508307379878945,-0.09973110872240964,cash
2023-09-20,1.508307379878945,-0.09973110872240964,cash
2023-09-21,1.508307379878945,-0.09973110872240964,cash
2023-09-22,1.508307379878945,-0.09973110872240964,cash
2023-09-25,1.508307379878945,-0.09973110872240964,cash
2023-09-26,1.508307379878945,-0.09973110872240964,cash
2023-09-27,1.508307379878945,-0.09973110872240964,cash
2023-09-28,1.508307379878945,-0.09973110872240964,cash
2023-10-09,1.508307379878945,-0.09973110872240964,cash
2023-10-10,1.508307379878945,-0.09973110872240964,cash
2023-10-11,1.508307379878945,-0.09973110872240964,cash
2023-10-12,1.508307379878945,-0.09973110872240964,cash
2023-10-13,1.508307379878945,-0.09973110872240964,cash
2023-10-16,1.508307379878945,-0.09973110872240964,cash
2023-10-17,1.508307379878945,-0.09973110872240964,cash
2023-10-18,1.508307379878945,-0.09973110872240964,cash
2023-10-19,1.508307379878945,-0.09973110872240964,cash
2023-10-20,1.508307379878945,-0.09973110872240964,cash
2023-10-23,1.508307379878945,-0.09973110872240964,cash
2023-10-24,1.508307379878945,-0.09973110872240964,cash
2023-10-25,1.508307379878945,-0.09973110872240964,cash
2023-10-26,1.508307379878945,-0.09973110872240964,cash
2023-10-27,1.508307379878945,-0.09973110872240964,cash
2023-10-30,1.508307379878945,-0.09973110872240964,cash
2023-10-31,1.508307379878945,-0.09973110872240964,cash
2023-11-01,1.508307379878945,-0.09973110872240964,cash
2023-11-02,1.508307379878945,-0.09973110872240964,cash
2023-11-03,1.508307379878945,-0.09973110872240964,cash
2023-11-06,1.508307379878945,-0.09973110872240964,cash
2023-11-07,1.508307379878945,-0.09973110872240964,cash
2023-11-08,1.508307379878945,-0.09973110872240964,cash
2023-11-09,1.508307379878945,-0.09973110872240964,cash
2023-11-10,1.508307379878945,-0.09973110872240964,cash
2023-11-13,1.508307379878945,-0.09973110872240964,cash
2023-11-14,1.508307379878945,-0.09973110872240964,cash
2023-11-15,1.508307379878945,-0.09973110872240964,cash
2023-11-16,1.508307379878945,-0.09973110872240964,cash
2023-11-17,1.508307379878945,-0.09973110872240964,cash
2023-11-20,1.508307379878945,-0.09973110872240964,cash
2023-11-21,1.508307379878945,-0.09973110872240964,cash
2023-11-22,1.508307379878945,-0.09973110872240964,cash
2023-11-23,1.508307379878945,-0.09973110872240964,cash
2023-11-24,1.508307379878945,-0.09973110872240964,cash
2023-11-27,1.508307379878945,-0.09973110872240964,cash
2023-11-28,1.508307379878945,-0.09973110872240964,cash
2023-11-29,1.508307379878945,-0.09973110872240964,cash
2023-11-30,1.508307379878945,-0.09973110872240964,cash
2023-12-01,1.508307379878945,-0.09973110872240964,cash
2023-12-04,1.508307379878945,-0.09973110872240964,cash
2023-12-05,1.508307379878945,-0.09973110872240964,cash
2023-12-06,1.508307379878945,-0.09973110872240964,cash
2023-12-07,1.508307379878945,-0.09973110872240964,cash
2023-12-08,1.508307379878945,-0.09973110872240964,cash
2023-12-11,1.508307379878945,-0.09973110872240964,cash
2023-12-12,1.508307379878945,-0.09973110872240964,cash
2023-12-13,1.508307379878945,-0.09973110872240964,cash
2023-12-14,1.508307379878945,-0.09973110872240964,cash
2023-12-15,1.508307379878945,-0.09973110872240964,cash
2023-12-18,1.508307379878945,-0.09973110872240964,cash
2023-12-19,1.508307379878945,-0.09973110872240964,cash
2023-12-20,1.508307379878945,-0.09973110872240964,cash
2023-12-21,1.508307379878945,-0.09973110872240964,cash
2023-12-22,1.508307379878945,-0.09973110872240964,cash
2023-12-25,1.508307379878945,-0.09973110872240964,cash
2023-12-26,1.508307379878945,-0.09973110872240964,cash
2023-12-27,1.508307379878945,-0.09973110872240964,cash
2023-12-28,1.508307379878945,-0.09973110872240964,cash
2023-12-29,1.508307379878945,-0.09973110872240964,cash
2024-01-02,1.508307379878945,-0.09973110872240964,cash
2024-01-03,1.508307379878945,-0.09973110872240964,cash
2024-01-04,1.508307379878945,-0.09973110872240964,cash
2024-01-05,1.508307379878945,-0.09973110872240964,cash
2024-01-08,1.508307379878945,-0.09973110872240964,cash
2024-01-09,1.508307379878945,-0.09973110872240964,cash
2024-01-10,1.508307379878945,-0.09973110872240964,cash
2024-01-11,1.508307379878945,-0.09973110872240964,cash
2024-01-12,1.508307379878945,-0.09973110872240964,cash
2024-01-15,1.508307379878945,-0.09973110872240964,cash
2024-01-16,1.508307379878945,-0.09973110872240964,cash
2024-01-17,1.508307379878945,-0.09973110872240964,cash
2024-01-18,1.508307379878945,-0.09973110872240964,cash
2024-01-19,1.508307379878945,-0.09973110872240964,cash
2024-01-22,1.508307379878945,-0.09973110872240964,cash
2024-01-23,1.508307379878945,-0.09973110872240964,cash
2024-01-24,1.508307379878945,-0.09973110872240964,cash
2024-01-25,1.508307379878945,-0.09973110872240964,cash
2024-01-26,1.508307379878945,-0.09973110872240964,cash
2024-01-29,1.508307379878945,-0.09973110872240964,cash
2024-01-30,1.508307379878945,-0.09973110872240964,cash
2024-01-31,1.508307379878945,-0.09973110872240964,cash
2024-02-01,1.508307379878945,-0.09973110872240964,cash
2024-02-02,1.508307379878945,-0.09973110872240964,cash
2024-02-05,1.508307379878945,-0.09973110872240964,cash
2024-02-06,1.508307379878945,-0.09973110872240964,cash
2024-02-07,1.508307379878945,-0.09973110872240964,cash
2024-02-08,1.508307379878945,-0.09973110872240964,cash
2024-02-19,1.508307379878945,-0.09973110872240964,cash
2024-02-20,1.508307379878945,-0.09973110872240964,cash
2024-02-21,1.508307379878945,-0.09973110872240964,cash
2024-02-22,1.508307379878945,-0.09973110872240964,cash
2024-02-23,1.508307379878945,-0.09973110872240964,cash
2024-02-26,1.508307379878945,-0.09973110872240964,cash
2024-02-27,1.508307379878945,-0.09973110872240964,cash
2024-02-28,1.508307379878945,-0.09973110872240964,cash
2024-02-29,1.508307379878945,-0.09973110872240964,cash
2024-03-01,1.508307379878945,-0.09973110872240964,cash
2024-03-04,1.508307379878945,-0.09973110872240964,cash
2024-03-05,1.508307379878945,-0.09973110872240964,cash
2024-03-06,1.508307379878945,-0.09973110872240964,cash
2024-03-07,1.508307379878945,-0.09973110872240964,cash
2024-03-08,1.508307379878945,-0.09973110872240964,cash
2024-03-11,1.508307379878945,-0.09973110872240964,cash
2024-03-12,1.508307379878945,-0.09973110872240964,cash
2024-03-13,1.508307379878945,-0.09973110872240964,cash
2024-03-14,1.508307379878945,-0.09973110872240964,cash
2024-03-15,1.508307379878945,-0.09973110872240964,cash
2024-03-18,1.508307379878945,-0.09973110872240964,cash
2024-03-19,1.508307379878945,-0.09973110872240964,cash
2024-03-20,1.508307379878945,-0.09973110872240964,cash
2024-03-21,1.508307379878945,-0.09973110872240964,cash
2024-03-22,1.508307379878945,-0.09973110872240964,cash
2024-03-25,1.508307379878945,-0.09973110872240964,cash
2024-03-26,1.508307379878945,-0.09973110872240964,cash
2024-03-27,1.508307379878945,-0.09973110872240964,cash
2024-03-28,1.508307379878945,-0.09973110872240964,cash
2024-03-29,1.508307379878945,-0.09973110872240964,cash
2024-04-01,1.508307379878945,-0.09973110872240964,cash
2024-04-02,1.508307379878945,-0.09973110872240964,cash
2024-04-03,1.508307379878945,-0.09973110872240964,cash
2024-04-08,1.508307379878945,-0.09973110872240964,cash
2024-04-09,1.508307379878945,-0.09973110872240964,cash
2024-04-10,1.508307379878945,-0.09973110872240964,cash
2024-04-11,1.508307379878945,-0.09973110872240964,cash
2024-04-12,1.508307379878945,-0.09973110872240964,cash
2024-04-15,1.508307379878945,-0.09973110872240964,cash
2024-04-16,1.508307379878945,-0.09973110872240964,cash
2024-04-17,1.508307379878945,-0.09973110872240964,cash
2024-04-18,1.508307379878945,-0.09973110872240964,cash
2024-04-19,1.508307379878945,-0.09973110872240964,cash
2024-04-22,1.508307379878945,-0.09973110872240964,cash
2024-04-23,1.508307379878945,-0.09973110872240964,cash
2024-04-24,1.508307379878945,-0.09973110872240964,cash
2024-04-25,1.508307379878945,-0.09973110872240964,cash
2024-04-26,1.508307379878945,-0.09973110872240964,cash
2024-04-29,1.508307379878945,-0.09973110872240964,cash
2024-04-30,1.508307379878945,-0.09973110872240964,cash
2024-05-06,1.508307379878945,-0.09973110872240964,cash
2024-05-07,1.508307379878945,-0.09973110872240964,cash
2024-05-08,1.508307379878945,-0.09973110872240964,cash
2024-05-09,1.508307379878945,-0.09973110872240964,cash
2024-05-10,1.508307379878945,-0.09973110872240964,cash
2024-05-13,1.508307379878945,-0.09973110872240964,cash
2024-05-14,1.508307379878945,-0.09973110872240964,cash
2024-05-15,1.508307379878945,-0.09973110872240964,cash
2024-05-16,1.508307379878945,-0.09973110872240964,cash
2024-05-17,1.508307379878945,-0.09973110872240964,cash
2024-05-20,1.508307379878945,-0.09973110872240964,cash
2024-05-21,1.508307379878945,-0.09973110872240964,cash
2024-05-22,1.508307379878945,-0.09973110872240964,cash
2024-05-23,1.508307379878945,-0.09973110872240964,cash
2024-05-24,1.508307379878945,-0.09973110872240964,cash
