buy_cost,sell_cost,round_trip_cost,final_value,total_return,annual_return,annual_vol,sharpe,max_drawdown,trade_count
0.0,0.0,0.0,1.847341655556438,0.8473416555564379,0.1005836971720453,0.2151774181747163,0.4674454133025007,-0.2620588512840587,29
0.0005,0.0005,0.001,1.808521804621362,0.808521804621362,0.0969397393636231,0.21496856331588624,0.4509484450578697,-0.2635367412804531,29
0.001,0.001,0.002,1.7704859918898508,0.7704859918898508,0.09330478791073671,0.21477310382423806,0.43443422965611983,-0.2650131500218824,29
0.0015,0.0015,0.003,1.7332190199782846,0.7332190199782846,0.08967882773566971,0.21459107630313753,0.4179056710120919,-0.27000644371728133,29
0.002,0.002,0.004,1.6967059737790866,0.6967059737790866,0.08606184377474779,0.21442251496058504,0.40136570448568615,-0.27657614567940136,29
0.003,0.003,0.006,1.6258833794589225,0.6258833794589225,0.07885474431082207,0.21412591547851656,0.36826343104991244,-0.2895570438805767,29
