stage,Top1_4.00,Top3_4.00,Top4_3.75,Top4_4.00
2020_2022,2.263642424519748,1.8328963702555192,1.843049599684547,1.7804506755915275
2023_2024,-0.2594796563941104,-0.3458287488658037,-0.2505983393651522,-0.27919761276757926
2025_2026,1.1608530618281916,3.034644606926899,2.0951593641904838,2.8306651925566024
