stage,Top1_4.00,Top3_4.00,Top4_3.75,Top4_4.00
2020_2022,1.2873095992190986,1.1051994391440378,1.0761028366824097,1.0773949076728062
2023_2024,-0.2861097249494363,-0.47356261752147893,-0.2785225490053679,-0.3295574035183339
2025_2026,0.7718532336905313,1.446246240576563,1.22929925934662,1.3667562819370815
