stage,Top1_4.00,Top3_4.00,Top4_3.75,Top4_4.00
2020_2022,0.17838957132787603,0.12439183003014276,0.11750759222594187,0.12083253663946047
2023_2024,-0.06617797061881148,-0.06860856318921638,-0.043536577712833036,-0.05185919695855212
2025_2026,0.19663105122663427,0.3406254918072671,0.2859138976347195,0.31772970091964914
