stage,Top1_4.00,Top3_4.00,Top4_3.75,Top4_4.00
2020_2022,0.634293038122641,0.4202659660584487,0.39440253898382327,0.40685452629858165
2023_2024,-0.12756764995905512,-0.1320878667964025,-0.08489895767276445,-0.10070129027545394
2025_2026,0.28612480289885656,0.508193341937379,0.4226268458382396,0.47221118201409285
