stage,Top1_4.00,Top3_4.00,Top4_3.75,Top4_4.00
2020_2022,0.8282967032967034,0.8282967032967034,0.8282967032967034,0.8282967032967034
2023_2024,0.8305785123966942,0.8305785123966942,0.8305785123966942,0.8305785123966942
2025_2026,0.40236686390532544,0.40236686390532544,0.40236686390532544,0.40236686390532544
