date,gross_return,buy_turnover,sell_turnover,cost,net_return,net_value,invested_weight,cash_weight,holding_count
2020-04-21,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-04-22,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-04-23,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-04-24,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-04-27,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-04-28,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-04-29,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-04-30,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-06,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-07,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-08,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-11,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-12,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-13,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-14,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-15,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-18,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-19,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-20,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-21,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-22,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-25,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-26,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-27,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-28,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-05-29,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-01,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-02,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-03,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-04,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-05,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-08,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-09,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-10,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-11,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-12,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-15,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-16,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-17,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-18,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-19,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-22,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-23,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-24,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-29,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-06-30,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-01,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-02,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-03,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-06,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-07,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-08,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-09,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-10,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-13,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-14,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-15,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-16,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-17,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-20,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-21,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-22,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-23,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-24,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-27,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-28,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-29,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-30,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-07-31,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-03,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-04,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-05,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-06,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-07,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-10,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-11,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-12,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-13,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-14,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-17,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-18,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-19,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-20,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-21,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-24,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-25,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-26,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-27,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-28,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-08-31,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-01,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-02,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-03,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-04,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-07,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-08,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-09,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-10,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-11,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-14,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-15,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-16,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-17,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-18,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-21,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-22,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-23,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-24,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-25,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-28,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-29,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-09-30,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-10-09,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-10-12,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-10-13,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-10-14,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-10-15,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-10-16,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-10-19,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-10-20,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-10-21,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-10-22,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-10-23,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-10-26,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-10-27,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-10-28,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-10-29,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-10-30,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-02,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-03,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-04,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-05,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-06,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-09,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-10,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-11,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-12,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-13,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-16,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-17,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-18,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-19,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-20,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-23,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-24,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-25,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-26,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-27,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-11-30,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-01,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-02,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-03,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-04,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-07,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-08,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-09,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-10,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-11,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-14,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-15,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-16,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-17,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-18,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-21,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-22,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-23,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-24,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-25,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-28,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-29,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-30,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2020-12-31,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,0
2021-01-04,0.042488687752530896,1.0,-0.0,0.001,0.041488687752530895,1.041488687752531,1.0,0.0,2
2021-01-05,0.02665885530561829,0.0,-0.0,0.0,0.02665885530561829,1.0692535839817638,1.0,0.0,2
2021-01-06,0.003906932076130687,0.0,-0.0,0.0,0.003906932076130687,1.0734310851065398,1.0,0.0,2
2021-01-07,0.013700009433946336,0.0,-0.0,0.0,0.013700009433946336,1.0881371010991907,1.0,0.0,2
2021-01-08,-0.016377959189569635,0.0,-0.0,0.0,-0.016377959189569635,1.0703156360647315,1.0,0.0,2
2021-01-11,-0.023146858441281837,0.0,-0.0,0.0,-0.023146858441281837,1.0455411915492505,1.0,0.0,2
2021-01-12,0.0264298468891081,0.0,-0.0,0.0,0.0264298468891081,1.0731746851581527,1.0,0.0,2
2021-01-13,-0.01605368501501725,0.0,-0.0,0.0,-0.01605368501501725,1.0559462767965335,1.0,0.0,2
2021-01-14,-0.017974247718133274,0.0,-0.0,0.0,-0.017974247718133274,1.0369664368403522,1.0,0.0,2
2021-01-15,-0.008872243803340896,0.0,-0.0,0.0,-0.008872243803340896,1.027766217796823,1.0,0.0,2
2021-01-18,0.008891601086735035,0.0,-0.0,0.0,0.008891601086735035,1.0369047050158948,1.0,0.0,2
2021-01-19,-0.021810494465783314,0.0,-0.0,0.0,-0.021810494465783314,1.0142893006856009,1.0,0.0,2
2021-01-20,0.02354489434423568,0.0,-0.0,0.0,0.02354489434423568,1.0381706351047322,1.0,0.0,2
2021-01-21,0.022714404034719804,0.0,-0.0,0.0,0.022714404034719804,1.0617520623674828,1.0,0.0,2
2021-01-22,0.010798075650255035,0.0,-0.0,0.0,0.010798075650255035,1.0732169414587411,1.0,0.0,2
2021-01-25,0.019721535837138315,0.0,-0.0,0.0,0.019721535837138315,1.0943824278307437,1.0,0.0,2
2021-01-26,-0.020307986913119636,0.0,-0.0,0.0,-0.020307986913119636,1.0721577238084088,1.0,0.0,2
2021-01-27,-0.001722694787178236,0.0,-0.0,0.0,-0.001722694787178236,1.0703107232865712,1.0,0.0,2
2021-01-28,-0.027289949940712044,0.0,-0.0,0.0,-0.027289949940712044,1.0411019972270734,1.0,0.0,2
2021-01-29,-0.002315502311428741,0.0,-0.0,0.0,-0.002315502311428741,1.038691323146061,1.0,0.0,2
2021-02-01,0.0,0.0,1.0,0.001,-0.001,1.037652631822915,0.0,1.0,0
2021-02-02,0.0,0.0,-0.0,0.0,0.0,1.037652631822915,0.0,1.0,0
2021-02-03,0.0,0.0,-0.0,0.0,0.0,1.037652631822915,0.0,1.0,0
2021-02-04,0.0,0.0,-0.0,0.0,0.0,1.037652631822915,0.0,1.0,0
2021-02-05,0.0,0.0,-0.0,0.0,0.0,1.037652631822915,0.0,1.0,0
2021-02-08,0.0,0.0,-0.0,0.0,0.0,1.037652631822915,0.0,1.0,0
2021-02-09,0.0,0.0,-0.0,0.0,0.0,1.037652631822915,0.0,1.0,0
2021-02-10,0.0,0.0,-0.0,0.0,0.0,1.037652631822915,0.0,1.0,0
2021-02-18,0.0,0.0,-0.0,0.0,0.0,1.037652631822915,0.0,1.0,0
2021-02-19,0.0,0.0,-0.0,0.0,0.0,1.037652631822915,0.0,1.0,0
2021-02-22,0.0,0.0,-0.0,0.0,0.0,1.037652631822915,0.0,1.0,0
2021-02-23,0.0,0.0,-0.0,0.0,0.0,1.037652631822915,0.0,1.0,0
2021-02-24,0.0,0.0,-0.0,0.0,0.0,1.037652631822915,0.0,1.0,0
2021-02-25,0.0,0.0,-0.0,0.0,0.0,1.037652631822915,0.0,1.0,0
2021-02-26,0.0,0.0,-0.0,0.0,0.0,1.037652631822915,0.0,1.0,0
2021-03-01,0.013272658323852937,1.0,-0.0,0.001,0.012272658323852936,1.0503873880321244,1.0,0.0,1
2021-03-02,-0.0056137724550898715,0.0,-0.0,0.0,-0.0056137724550898715,1.0444907522460158,1.0,0.0,1
2021-03-03,0.024463680843056057,0.0,-0.0,0.0,0.024463680843056057,1.070042840652486,1.0,0.0,1
2021-03-04,-0.0014695077149154967,0.0,-0.0,0.0,-0.0014695077149154967,1.068470404442857,1.0,0.0,1
2021-03-05,-0.010301692420897735,0.0,-0.0,0.0,-0.010301692420897735,1.0574633509754545,1.0,0.0,1
2021-03-08,-0.004089219330855043,0.0,-0.0,0.0,-0.004089219330855043,1.053139151398975,1.0,0.0,1
2021-03-09,-0.004106009705113767,0.0,-0.0,0.0,-0.004106009705113767,1.0488149518224954,1.0,0.0,1
2021-03-10,-0.005622188905547221,0.0,-0.0,0.0,-0.005622188905547221,1.0429183160363868,1.0,0.0,1
2021-03-11,0.017715793441387184,0.0,-0.0,0.0,0.017715793441387184,1.0613944414995269,1.0,0.0,1
2021-03-12,0.009999999999999787,0.0,-0.0,0.0,0.009999999999999787,1.072008385914522,1.0,0.0,1
2021-03-15,0.009167583425009118,0.0,-0.0,0.0,0.009167583425009118,1.0818361122247027,1.0,0.0,1
2021-03-16,0.0010901162790697416,0.0,-0.0,0.0,0.0010901162790697416,1.0830154393819242,1.0,0.0,1
2021-03-17,-0.005081669691469948,0.0,-0.0,0.0,-0.005081669691469948,1.077511912648223,1.0,0.0,1
2021-03-18,0.0,0.0,-0.0,0.0,0.0,1.077511912648223,1.0,0.0,1
2021-03-19,-0.006202116016052472,0.0,-0.0,0.0,-0.006202116016052472,1.0708290587573002,1.0,0.0,1
2021-03-22,0.009544787077826689,0.0,-0.0,0.0,0.009544787077826689,1.081049894119888,1.0,0.0,1
2021-03-23,-0.007636363636363552,0.0,-0.0,0.0,-0.007636363636363552,1.0727946040193364,1.0,0.0,1
2021-03-24,-0.01758886038842067,0.0,-0.0,0.0,-0.01758886038842067,1.0539253695037891,1.0,0.0,1
2021-03-25,0.0007459903021260761,0.0,-0.0,0.0,0.0007459903021260761,1.0547115876086035,1.0,0.0,1
2021-03-26,0.011926947446887715,0.0,-0.0,0.0,0.011926947446887715,1.0672910772856348,1.0,0.0,1
2021-03-29,0.013259668508287303,0.0,-0.0,0.0,0.013259668508287303,1.081443003172295,1.0,0.0,1
2021-03-30,-0.00036350418029806875,0.0,-0.0,0.0,-0.00036350418029806875,1.0810498941198878,1.0,0.0,1
2021-03-31,-0.0025454545454546285,0.0,-0.0,0.0,-0.0025454545454546285,1.078298130753037,1.0,0.0,1
2021-04-01,0.02008310249307499,1.0,1.0,0.002,0.018083102493074987,1.0977971063695353,1.0,0.0,1
2021-04-02,0.00746775288526802,0.0,-0.0,0.0,0.00746775288526802,1.1059951838780653,1.0,0.0,1
2021-04-06,-0.016846361185983816,0.0,-0.0,0.0,-0.016846361185983816,1.0873631895404967,1.0,0.0,1
2021-04-07,-0.005483207676490798,0.0,-0.0,0.0,-0.005483207676490798,1.0814009513524747,1.0,0.0,1
2021-04-08,0.019986216402480883,0.0,-0.0,0.0,0.019986216402480883,1.103014064784054,1.0,0.0,1
2021-04-09,-0.01858108108108114,0.0,-0.0,0.0,-0.01858108108108114,1.0825188710127287,1.0,0.0,1
2021-04-12,-0.02857142857142847,0.0,-0.0,0.0,-0.02857142857142847,1.0515897604123652,1.0,0.0,1
2021-04-13,0.009567682494684648,0.0,-0.0,0.0,0.009567682494684648,1.0616510373546522,1.0,0.0,1
2021-04-14,0.0,0.0,-0.0,0.0,0.0,1.0616510373546522,1.0,0.0,1
