year,Top1_4.00,Top3_4.00,Top4_3.75,Top4_4.00
2020,1.0,1.0,1.0,1.0
2021,0.48559670781893005,0.48559670781893005,0.48559670781893005,0.48559670781893005
2022,1.0,1.0,1.0,1.0
2023,0.8223140495867769,0.8223140495867769,0.8223140495867769,0.8223140495867769
2024,0.8388429752066116,0.8388429752066116,0.8388429752066116,0.8388429752066116
2025,0.4156378600823045,0.4156378600823045,0.4156378600823045,0.4156378600823045
2026,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789
