year,Top1_4.00,Top3_4.00,Top4_3.75,Top4_4.00
2020,,,,
2021,8.169022163534242,6.279178900639417,6.271783168149,6.078420332525387
2022,,,,
2023,-0.7837862389229465,-0.9031717780163151,-0.8638074123951907,-0.8779576297896969
2024,-0.21517254136305988,-0.1723668258170955,0.051576552244568995,0.051576552244568995
2025,1.5663609757257948,3.080819459773442,2.6695955480182767,2.783350606937561
2026,1.3589121198816536,3.3813984738331078,2.0925810998082888,3.3813984738331078
