year,Top1_4.00,Top3_4.00,Top4_3.75,Top4_4.00
2020,0.0,0.0,0.0,0.0
2021,0.634293038122641,0.4202659660584487,0.39440253898382327,0.40685452629858165
2022,0.0,0.0,0.0,0.0
2023,-0.07708878108446093,-0.10598236879616085,-0.0929981386653328,-0.10866061135536309
2024,-0.05469525978231127,-0.029200204883083947,0.00892961893225852,0.00892961893225852
2025,0.18525834868659619,0.3285130389321398,0.2884898758032479,0.2968176539322167
2026,0.08510081732310315,0.13524918291330068,0.10410401552543824,0.13524918291330068
