year,Top1_4.00,Top3_4.00,Top4_3.75,Top4_4.00
2020,0.0,0.0,0.0,0.0
2021,0.23857952034491758,0.19407985164787733,0.18834141449016112,0.19343645738744197
2022,0.0,0.0,0.0,0.0
2023,0.11971427315355021,0.07407420653172968,0.06746204921033153,0.07210963226873023
2024,0.3047694997322486,0.19120317720032629,0.21067442073713152,0.21067442073713152
2025,0.24203204504276385,0.21723486367639888,0.21082339611493728,0.21259499782521524
2026,0.2860932352062899,0.2781550827280888,0.2819726552035578,0.2781550827280888
